"first_month","buy_month","user_id"
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",188838
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",711820
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1022243
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1089616
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",208572
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",174327
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1134612
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1143756
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1042214
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",164561
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",918896
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1139097
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",716464
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1002410
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1136340
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1165509
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",700963
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1145629
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",946277
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1142677
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1152560
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",695619
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",964054
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1044686
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",688779
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",742205
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1068673
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",480464
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",922206
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1129124
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",725672
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1146019
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",201890
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1148148
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",934758
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",183842
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",723474
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1130262
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1174425
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",713173
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",843953
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1150191
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1142817
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",248390
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",743288
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1173706
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1174018
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",942420
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1107584
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",185019
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1033139
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",165424
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",409101
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",406864
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1148316
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1154062
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",618103
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1069160
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",551785
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1171772
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",176574
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",105817
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1163446
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1171646
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1164838
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1165095
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1156266
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1159251
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",646324
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1166080
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1146942
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1005953
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",719307
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",167018
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",169469
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",196027
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1148544
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",173950
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",639639
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1175355
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",991023
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",164543
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1146327
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1146891
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1044229
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1128867
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1148044
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",745133
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",216811
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1169115
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",683427
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",694260
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",612147
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1133615
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1151541
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1135882
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",204360
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",197534
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",182106
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",803602
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1001106
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",715127
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1154988
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1110229
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",225670
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",202878
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1151536
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1150767
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1164250
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1162817
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1040941
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1130587
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1141253
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",554711
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",320957
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1151072
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",432638
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1165956
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",849586
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",745635
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",191534
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",702327
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1161557
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1170693
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",446302
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",38431
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1061196
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",732295
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",719183
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",168059
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1162544
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",716596
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1149447
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",73589
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1168862
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",962975
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1152558
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1154841
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",697727
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1153723
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",721077
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1005499
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",164313
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",175024
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1159490
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",163426
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1146838
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",286646
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1143278
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",182947
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1011736
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1155326
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1148580
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",198674
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",30120
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",736637
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",126315
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1147661
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1157429
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1152962
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",708619
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1149570
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1156222
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1124415
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",889896
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",200633
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",683916
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1136700
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1155006
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",819743
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",105392
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",543982
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1157527
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",205372
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1172373
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1172949
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",991345
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",263029
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1149507
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1152094
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",745847
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1158361
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",580744
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",170131
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1166712
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",200350
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",733356
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",689037
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",719018
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1158898
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1123859
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1152422
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",552146
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1154195
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1165762
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",288994
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1174394
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1162656
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1042604
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",161848
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",86190
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1132406
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1173720
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",707598
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1167134
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",755113
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1149776
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1097771
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1017912
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",201685
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",736721
"2020-06-01 00:00:00+00","2020-06-01 00:00:00+00",1165402
